OTU	Domain	Phylum	Class	Order	Family	Genus	Species
ASV004471	Fungi	Ascomycota	Sordariomycetes	Hypocreales			
ASV004474	Fungi	Ascomycota	Eurotiomycetes	Eurotiales	Aspergillaceae	Aspergillus	
ASV004488	Fungi	Basidiomycota	Microbotryomycetes	Leucosporidiales			
ASV004505	Fungi	Ascomycota	Sordariomycetes				
ASV004547	Fungi	Ascomycota	Sordariomycetes				
ASV004553	Fungi	Basidiomycota	Tremellomycetes	Tremellales	Trimorphomycetaceae	Saitozyma	Saitozyma_podzolica
ASV004557	Fungi	Glomeromycota	Glomeromycetes	Glomerales	Glomeraceae		
ASV004571	Fungi	Ascomycota	Eurotiomycetes	Chaetothyriales			
ASV004598	Fungi						
ASV004600	Fungi	Mortierellomycota	Mortierellomycetes	Mortierellales	Mortierellaceae	Mortierella	
ASV004611	Fungi	Ascomycota	Dothideomycetes	Pleosporales	Morosphaeriaceae	Acrocalymma	
ASV004623	Fungi	Basidiomycota	Agaricomycetes	Agaricales	Psathyrellaceae	Coprinopsis	Coprinopsis_phlyctidospora
ASV004642	Fungi	Ascomycota	Dothideomycetes	Pleosporales	Melanommataceae		
ASV004645	Fungi						
ASV004654	Fungi	Kickxellomycota	Kickxellomycetes	Kickxellales	Kickxellaceae	Ramicandelaber	
ASV004657	Fungi	Ascomycota					
ASV004658	Fungi	Basidiomycota	Agaricomycetes	Cantharellales	Ceratobasidiaceae	Waitea	
ASV004676	Fungi	Ascomycota	Eurotiomycetes	Onygenales	Onygenales_fam_Incertae_sedis	Arthropsis	Arthropsis_hispanica
ASV004685	Fungi	Ascomycota	Sordariomycetes	Hypocreales	Nectriaceae	Fusicolla	
ASV004686	Fungi	Ascomycota					
ASV004691	Fungi	Ascomycota	Leotiomycetes	Helotiales			
ASV004693	Fungi	Ascomycota	Sordariomycetes	Hypocreales	Clavicipitaceae	Metarhizium	Metarhizium_marquandii
ASV004707	Fungi	Ascomycota	Saccharomycetes	Saccharomycetales	Saccharomycetales_fam_Incertae_sedis	Candida	Candida_albicans
ASV004722	Fungi	Ascomycota	Dothideomycetes	Tubeufiales	Tubeufiaceae		
ASV004733	Fungi	Ascomycota	Eurotiomycetes	Eurotiales	Aspergillaceae	Aspergillus	
ASV004751	Fungi	Basidiomycota	Agaricomycetes	Polyporales	Polyporales_fam_Incertae_sedis	Lopharia	Lopharia_cinerascens
ASV004772	Fungi	Ascomycota	Sordariomycetes	Sordariales			
ASV004792	Fungi	Ascomycota	Sordariomycetes	Sordariales			
ASV004803	Fungi	Ascomycota					
ASV004826	Fungi	Basidiomycota	Agaricomycetes				
ASV004836	Fungi	Ascomycota	Sordariomycetes				
ASV004851	Fungi	Ascomycota	Dothideomycetes	Pleosporales	Pleosporaceae	Alternaria	Alternaria_chlamydosporigena
ASV004876	Fungi	Ascomycota	Sordariomycetes	Hypocreales	Nectriaceae	Fusarium	
ASV004879	Fungi	Ascomycota	Saccharomycetes	Saccharomycetales	Debaryomycetaceae	Yamadazyma	Yamadazyma_triangularis
ASV004882	Fungi	Ascomycota	Sordariomycetes	Glomerellales	Glomerellaceae		
ASV004899	Fungi	Ascomycota	Sordariomycetes	Hypocreales	Bionectriaceae	Clonostachys	Clonostachys_rosea
ASV004900	Fungi	Ascomycota					
ASV004913	Fungi	Ascomycota	Dothideomycetes	Pleosporales	Thyridariaceae		
ASV004922	Fungi	Basidiomycota	Agaricomycetes	Russulales	Peniophoraceae	Subulicystidium	
ASV004944	Fungi	Glomeromycota	Glomeromycetes	Diversisporales	Diversisporaceae		
ASV004955	Fungi	Ascomycota	Dothideomycetes	Pleosporales	Melanommataceae	Farlowiella	Farlowiella_carmichaeliana
ASV004987	Fungi	Basidiomycota	Agaricomycetes	Russulales	Russulaceae	Russula	Russula_virescens
ASV005001	Fungi	Ascomycota	Dothideomycetes	Pleosporales			
ASV005012	Fungi						
ASV005042	Fungi	Mortierellomycota	Mortierellomycetes	Mortierellales	Mortierellaceae	Mortierella	Mortierella_alpina
ASV005060	Fungi	Ascomycota	Dothideomycetes	Pleosporales	Didymosphaeriaceae		
ASV005069	Fungi	Ascomycota	Sordariomycetes				
ASV005119	Fungi	Basidiomycota	Classiculomycetes	Classiculales	Classiculaceae		
ASV005125	Fungi	Mortierellomycota	Mortierellomycetes	Mortierellales	Mortierellaceae	Mortierella	
ASV005137	Fungi	Ascomycota	Sordariomycetes				
ASV005140	Fungi						
ASV005154	Fungi	Ascomycota	Dothideomycetes	Venturiales	Sympoventuriaceae	Ochroconis	
ASV005179	Fungi	Ascomycota	Dothideomycetes	Pleosporales			
ASV005181	Fungi	Ascomycota	Sordariomycetes	Hypocreales	Nectriaceae	Fusarium	
ASV005189	Fungi	Ascomycota	Saccharomycetes	Saccharomycetales			
ASV005203	Fungi						
ASV005305	Fungi	Ascomycota	Eurotiomycetes				
ASV005329	Fungi	Ascomycota	Leotiomycetes	Helotiales	Helotiaceae	Tetracladium	Tetracladium_marchalianum
ASV005336	Fungi	Ascomycota	Dothideomycetes	Pleosporales			
ASV005347	Fungi	Ascomycota	Leotiomycetes	Helotiales			
ASV005355	Fungi	Ascomycota	Dothideomycetes	Pleosporales	Sporormiaceae	Preussia	Preussia_flanaganii
ASV005370	Fungi	Ascomycota	Dothideomycetes				
ASV005394	Fungi	Ascomycota	Sordariomycetes	Hypocreales	Nectriaceae	Campylospora	Campylospora_parvula
ASV005401	Fungi	Ascomycota	Eurotiomycetes	Chaetothyriales			
ASV005418	Fungi	Ascomycota	Dothideomycetes	Pleosporales	Didymellaceae	Didymella	
ASV005423	Fungi						
ASV005430	Fungi	Ascomycota	Eurotiomycetes	Eurotiales	Aspergillaceae		
ASV005440	Fungi	Mortierellomycota	Mortierellomycetes	Mortierellales	Mortierellaceae	Mortierella	Mortierella_ambigua
ASV005446	Fungi						
ASV005514	Fungi	Basidiomycota	Agaricomycetes	Cantharellales	Ceratobasidiaceae	Ceratobasidium	
ASV005517	Fungi						
ASV005524	Fungi	Ascomycota	Sordariomycetes	Hypocreales	Hypocreaceae	Trichoderma	Trichoderma_harzianum
ASV005525	Fungi	Ascomycota	Leotiomycetes	Helotiales			
ASV005542	Fungi	Rozellomycota	Rozellomycotina_cls_Incertae_sedis	GS10			
ASV005559	Fungi	Ascomycota	Leotiomycetes	Helotiales	Dermateaceae	Scleropezicula	
ASV005568	Fungi	Ascomycota	Sordariomycetes	Sordariales	Sordariales_fam_Incertae_sedis	Conlarium	
ASV005593	Fungi	Ascomycota	Sordariomycetes	Xylariales			
ASV005612	Fungi	Ascomycota	Pezizomycetes	Pezizales	Pezizaceae	Iodophanus	
ASV005613	Fungi	Basidiomycota	Agaricomycetes	Cantharellales	Ceratobasidiaceae	Ceratobasidium	
ASV005616	Fungi	Ascomycota					
ASV005627	Fungi	Ascomycota	Sordariomycetes	Hypocreales	Nectriaceae		
ASV005633	Fungi	Ascomycota					
ASV005634	Fungi	Ascomycota	Sordariomycetes	Hypocreales	Clavicipitaceae		
ASV005661	Fungi	Ascomycota	Sordariomycetes	Chaetosphaeriales	Chaetosphaeriaceae	Chaetosphaeria	Chaetosphaeria_myriocarpa
ASV005676	Fungi	Mortierellomycota	Mortierellomycetes	Mortierellales	Mortierellaceae	Mortierella	Mortierella_elongata
ASV005690	Fungi	Ascomycota	Sordariomycetes	Xylariales	Microdochiaceae	Idriella	Idriella_lunata
ASV005703	Fungi						
ASV005706	Fungi	Ascomycota	Sordariomycetes				
ASV005714	Fungi	Ascomycota					
ASV005715	Fungi	Basidiomycota	Tremellomycetes	Tremellales	Rhynchogastremataceae	Papiliotrema	Papiliotrema_laurentii
ASV005720	Fungi	Basidiomycota	Cystobasidiomycetes				
ASV005722	Fungi	Ascomycota	Sordariomycetes	Chaetosphaeriales	Chaetosphaeriaceae		
ASV005727	Fungi	Ascomycota	Sordariomycetes	Hypocreales	Nectriaceae		
ASV005734	Fungi	Ascomycota	Leotiomycetes	Helotiales	Helotiaceae		
ASV005740	Fungi	Ascomycota	Sordariomycetes	Branch06			
ASV005758	Fungi	Ascomycota	Eurotiomycetes				
ASV005777	Fungi	Ascomycota	Dothideomycetes	Pleosporales			
ASV005818	Fungi	Ascomycota	Dothideomycetes	Tubeufiales	Tubeufiaceae	Tubeufia	Tubeufia_aurantiella
ASV005826	Fungi	Ascomycota	Sordariomycetes	Hypocreales	Clavicipitaceae	Metarhizium	
ASV005827	Fungi	Ascomycota	Sordariomycetes	Sordariales	Sordariales_fam_Incertae_sedis	Conlarium	
ASV005840	Fungi	Ascomycota	Sordariomycetes	Magnaporthales	Magnaporthaceae		
ASV005841	Fungi	Ascomycota	Sordariomycetes	Hypocreales			
ASV005851	Fungi	Ascomycota	Pezizomycetes	Pezizales	Pyronemataceae	Pseudaleuria	
ASV005859	Fungi						
ASV005866	Fungi	Ascomycota	Sordariomycetes	Hypocreales			
ASV005873	Fungi	Basidiomycota	Agaricomycetes	Agaricales	Lyophyllaceae	Fibulochlamys	Fibulochlamys_chilensis
ASV005882	Fungi	Ascomycota	Orbiliomycetes	Orbiliales	Orbiliaceae	Dactylella	Dactylella_clavata
ASV005895	Fungi	Ascomycota	Dothideomycetes	Pleosporales			
ASV005901	Fungi	Ascomycota	Leotiomycetes	Helotiales	Dermateaceae		
ASV005920	Fungi	Ascomycota	Sordariomycetes	Hypocreales	Nectriaceae	Gibberella	Gibberella_tricincta
ASV005930	Fungi	Basidiomycota	Tremellomycetes	Cystofilobasidiales	Cystofilobasidiaceae	Cystofilobasidium	Cystofilobasidium_capitatum
ASV005931	Fungi	Ascomycota					
ASV005941	Fungi	Ascomycota	Sordariomycetes	Hypocreales	Bionectriaceae		
ASV005945	Fungi	Ascomycota	Eurotiomycetes	Chaetothyriales			
ASV005947	Fungi	Ascomycota	Leotiomycetes	Helotiales	Helotiaceae	Anguillospora	Anguillospora_longissima
ASV002492	Fungi	Ascomycota	Dothideomycetes	Capnodiales			
ASV002664	Fungi	Mucoromycota	Mucoromycetes	Mucorales	Mucoraceae	Mucor	Mucor_racemosus
ASV002710	Fungi	Ascomycota	Dothideomycetes	Pleosporales	Cucurbitariaceae	Pyrenochaetopsis	Pyrenochaetopsis_leptospora
ASV002748	Fungi	Basidiomycota	Agaricomycetes	Agaricales	Psathyrellaceae	Coprinellus	
ASV002795	Fungi	Ascomycota					
ASV002843	Fungi	Ascomycota	Sordariomycetes	Hypocreales	Nectriaceae	Fusarium	
ASV002877	Fungi	Basidiomycota	Wallemiomycetes	Wallemiales	Wallemiaceae	Wallemia	Wallemia_sebi
ASV002949	Fungi	Ascomycota	Dothideomycetes	Pleosporales	Cucurbitariaceae	Pyrenochaetopsis	Pyrenochaetopsis_leptospora
ASV002950	Fungi	Ascomycota	Eurotiomycetes	Eurotiales	Aspergillaceae	Aspergillus	
ASV002993	Fungi	Ascomycota	Sordariomycetes	Sordariales	Lasiosphaeriaceae		
ASV003010	Fungi	Basidiomycota	Tremellomycetes	Tremellales	Tremellaceae	Cryptococcus	
ASV003035	Fungi	Ascomycota	Eurotiomycetes	Eurotiales	Aspergillaceae	Aspergillus	
ASV003045	Fungi						
ASV003128	Fungi	Glomeromycota					
ASV003146	Fungi	Ascomycota	Dothideomycetes	Pleosporales	Lophiostomataceae	Lophiostoma	
ASV003165	Fungi						
ASV003192	Fungi	Ascomycota					
ASV003197	Fungi	Ascomycota					
ASV003213	Fungi	Ascomycota	Sordariomycetes	Branch06			
ASV003228	Fungi	Basidiomycota	Cystobasidiomycetes	Erythrobasidiales	Erythrobasidiales_fam_Incertae_sedis	Sakaguchia	Sakaguchia_lamellibrachiae
ASV003229	Fungi	Ascomycota	Sordariomycetes	Sordariales	Chaetomiaceae		
ASV003233	Fungi	Ascomycota	Sordariomycetes	Hypocreales			
ASV003249	Fungi						
ASV003264	Fungi	Ascomycota	Eurotiomycetes	Eurotiales	Aspergillaceae	Aspergillus	
ASV003267	Fungi	Ascomycota	Pezizomycetes	Pezizales	Ascobolaceae	Ascobolus	
ASV003288	Fungi	Basidiomycota	Agaricomycetes				
ASV003308	Fungi	Ascomycota					
ASV003339	Fungi	Ascomycota	Sordariomycetes	Hypocreales	Stachybotryaceae	Stachybotrys	Stachybotrys_chartarum
ASV003353	Fungi	Glomeromycota	Glomeromycetes	Glomerales	Glomeraceae	Glomus	Glomus_indicum
ASV003358	Fungi	Ascomycota	Dothideomycetes	Tubeufiales	Tubeufiaceae		
ASV003365	Fungi	Basidiomycota	Agaricomycetes	Geastrales	Geastraceae	Geastrum	Geastrum_triplex
ASV003371	Fungi	Ascomycota	Sordariomycetes	Hypocreales	Nectriaceae	Campylospora	Campylospora_parvula
ASV003383	Fungi	Ascomycota					
ASV003387	Fungi	Ascomycota	Eurotiomycetes	Chaetothyriales	Herpotrichiellaceae	Veronaea	
ASV003396	Fungi	Ascomycota	Sordariomycetes	Microascales	Halosphaeriaceae	Natantispora	Natantispora_retorquens
ASV003399	Fungi	Ascomycota	Dothideomycetes	Pleosporales	Didymosphaeriaceae		
ASV003402	Fungi	Ascomycota	Saccharomycetes	Saccharomycetales	Saccharomycetaceae	Kazachstania	Kazachstania_pintolopesii
ASV003405	Fungi	Ascomycota	Leotiomycetes	Helotiales			
ASV003410	Fungi						
ASV003411	Fungi	Ascomycota	Dothideomycetes	Tubeufiales	Tubeufiaceae		
ASV003413	Fungi	Ascomycota	Dothideomycetes	Venturiales	Sympoventuriaceae	Ochroconis	Ochroconis_minima
ASV003418	Fungi						
ASV003423	Fungi	Ascomycota	Eurotiomycetes	Eurotiales			
ASV003452	Fungi						
ASV003457	Fungi	Ascomycota	Leotiomycetes	Helotiales	Helotiales_fam_Incertae_sedis		
ASV003458	Fungi	Rozellomycota	Rozellomycotina_cls_Incertae_sedis	Branch03			
ASV003466	Fungi	Chytridiomycota					
ASV003467	Fungi	Ascomycota	Eurotiomycetes	Eurotiales	Aspergillaceae	Aspergillus	Aspergillus_ochraceopetaliformis
ASV003469	Fungi	Basidiomycota	Tremellomycetes	Cystofilobasidiales	Mrakiaceae	Tausonia	Tausonia_pullulans
ASV003480	Fungi	Basidiomycota	Agaricomycetes				
ASV003492	Fungi	Basidiomycota	Cystobasidiomycetes				
ASV003493	Fungi	Ascomycota	Sordariomycetes	Hypocreales	Nectriaceae	Campylospora	Campylospora_parvula
ASV003494	Fungi						
ASV003496	Fungi	Ascomycota	Eurotiomycetes	Chaetothyriales			
ASV003531	Fungi	Ascomycota	Dothideomycetes	Botryosphaeriales	Botryosphaeriaceae	Neofusicoccum	Neofusicoccum_parvum
ASV003532	Fungi	Basidiomycota	Agaricomycetes	Agaricales	Agaricaceae	Leucoagaricus	Leucoagaricus_rubrotinctus
ASV003538	Fungi	Basidiomycota	Tremellomycetes	Cystofilobasidiales	Cystofilobasidiaceae	Cystofilobasidium	Cystofilobasidium_capitatum
ASV003541	Fungi	Ascomycota	Eurotiomycetes	Onygenales	Onygenales_fam_Incertae_sedis	Chrysosporium	Chrysosporium_merdarium
ASV003550	Fungi						
ASV003552	Fungi	Ascomycota	Eurotiomycetes	Eurotiales	Aspergillaceae	Penicillium	
ASV003568	Fungi	Ascomycota	Dothideomycetes	Pleosporales	Thyridariaceae		
ASV003585	Fungi	Ascomycota	Sordariomycetes	Hypocreales	Clavicipitaceae	Metarhizium	Metarhizium_carneum
ASV003604	Fungi	Basidiomycota	Agaricomycetes				
ASV003609	Fungi	Ascomycota	Dothideomycetes	Venturiales	Sympoventuriaceae	Scolecobasidium	Scolecobasidium_humicola
ASV003625	Fungi	Ascomycota	Dothideomycetes	Pleosporales	Dictyosporiaceae		
ASV003660	Fungi	Ascomycota	Dothideomycetes	Pleosporales	Thyridariaceae		
ASV003672	Fungi	Glomeromycota	Glomeromycetes	Glomerales	Glomeraceae	Rhizophagus	
ASV003673	Fungi	Ascomycota	Sordariomycetes	Sordariales			
ASV003705	Fungi	Ascomycota	Sordariomycetes				
ASV003710	Fungi	Ascomycota	Sordariomycetes	Sordariales	Chaetomiaceae	Zopfiella	Zopfiella_marina
ASV003717	Fungi	Basidiomycota	Agaricomycetes	Agaricales	Psathyrellaceae	Parasola	Parasola_lilatincta
ASV003721	Fungi	Glomeromycota	Glomeromycetes	Glomerales	Glomeraceae	Glomus	Glomus_indicum
ASV003732	Fungi	Ascomycota	Sordariomycetes	Sordariales			
ASV003737	Fungi						
ASV003747	Fungi	Mortierellomycota	Mortierellomycetes	Mortierellales	Mortierellaceae	Mortierella	Mortierella_sarnyensis
ASV003757	Fungi	Ascomycota	Sordariomycetes	Xylariales			
ASV003759	Fungi	Ascomycota	Eurotiomycetes	Eurotiales	Aspergillaceae	Penicillium	Penicillium_brevicompactum
ASV003770	Fungi	Ascomycota	Sordariomycetes	Hypocreales			
ASV003776	Fungi	Ascomycota	Sordariomycetes	Sordariales	Lasiosphaeriaceae	Cladorrhinum	
ASV003784	Fungi	Ascomycota	Sordariomycetes	Sordariales	Chaetomiaceae		
ASV003789	Fungi	Mortierellomycota	Mortierellomycetes	Mortierellales	Mortierellaceae	Mortierella	
ASV003808	Fungi	Ascomycota					
ASV003809	Fungi	Ascomycota	Dothideomycetes	Pleosporales			
ASV003814	Fungi	Mortierellomycota	Mortierellomycetes	Mortierellales	Mortierellaceae	Mortierella	
ASV003819	Fungi	Ascomycota	Sordariomycetes	Sordariales			
ASV003829	Fungi	Ascomycota	Dothideomycetes	Pleosporales	Torulaceae	Torula	Torula_herbarum
ASV003836	Fungi	Ascomycota	Pezizomycetes	Pezizales	Pyronemataceae	Tricharina	
ASV003839	Fungi	Mortierellomycota	Mortierellomycetes	Mortierellales	Mortierellaceae	Mortierella	
ASV003847	Fungi	Ascomycota	Sordariomycetes	Hypocreales	Hypocreales_fam_Incertae_sedis	Acremonium	Acremonium_spinosum
ASV003869	Fungi	Ascomycota	Dothideomycetes	Pleosporales			
ASV003873	Fungi						
ASV003886	Fungi						
ASV003891	Fungi	Ascomycota	Sordariomycetes				
ASV003917	Fungi	Glomeromycota	Glomeromycetes	Glomerales	Glomeraceae		
ASV003921	Fungi	Ascomycota					
ASV003924	Fungi						
ASV003942	Fungi	Basidiomycota	Agaricomycetes	Agaricales			
ASV003944	Fungi	Ascomycota	Dothideomycetes	Pleosporales	Lophiostomataceae	Lophiostoma	
ASV003945	Fungi						
ASV003954	Fungi	Basidiomycota	Agaricomycetes				
ASV003955	Fungi	Ascomycota	Sordariomycetes	Sordariales			
ASV003959	Fungi	Ascomycota	Sordariomycetes				
ASV003965	Fungi	Ascomycota	Dothideomycetes	Pleosporales			
ASV003967	Fungi	Ascomycota	Orbiliomycetes	Orbiliales	Orbiliaceae		
ASV003982	Fungi	Ascomycota	Saccharomycetes	Saccharomycetales	Saccharomycodaceae	Hanseniaspora	
ASV003991	Fungi	Ascomycota	Sordariomycetes	Hypocreales	Stachybotryaceae		
ASV003998	Fungi	Ascomycota	Sordariomycetes	Hypocreales	Bionectriaceae		
ASV004001	Fungi	Mortierellomycota	Mortierellomycetes	Mortierellales	Mortierellaceae	Mortierella	
ASV004008	Fungi	Ascomycota	Sordariomycetes	Coniochaetales	Coniochaetaceae	Coniochaeta	Coniochaeta_fasciculata
ASV004009	Fungi	Ascomycota	Sordariomycetes	Hypocreales	Hypocreaceae	Trichoderma	
ASV004011	Fungi	Ascomycota	Sordariomycetes	Hypocreales			
ASV004013	Fungi	Ascomycota	Pezizomycetes	Pezizales	Pezizaceae		
ASV004015	Fungi	Chytridiomycota	Rhizophydiomycetes	Rhizophydiales			
ASV004023	Fungi	Ascomycota	Dothideomycetes	Pleosporales	Phaeosphaeriaceae		
ASV004026	Fungi	Mortierellomycota	Mortierellomycetes	Mortierellales	Mortierellaceae	Mortierella	Mortierella_indohii
ASV004031	Fungi						
ASV004034	Fungi	Ascomycota	Sordariomycetes	Sordariales	Chaetomiaceae		
ASV004047	Fungi	Mortierellomycota	Mortierellomycetes	Mortierellales	Mortierellaceae	Mortierella	
ASV004053	Fungi	Ascomycota	Sordariomycetes	Hypocreales	Nectriaceae	Campylospora	Campylospora_parvula
ASV004054	Fungi	Ascomycota	Sordariomycetes	Hypocreales	Nectriaceae		
ASV004055	Fungi	Ascomycota	Dothideomycetes	Pleosporales	Leptosphaeriaceae	Plenodomus	Plenodomus_biglobosus
ASV004058	Fungi	Basidiomycota	Agaricomycetes	Agaricales	Clavariaceae		
ASV004062	Fungi	Ascomycota	Dothideomycetes	Venturiales	Sympoventuriaceae	Ochroconis	Ochroconis_tshawytschae
ASV004069	Fungi	Ascomycota	Dothideomycetes	Pleosporales	Pleosporaceae		
ASV004072	Fungi	Ascomycota	Eurotiomycetes	Eurotiales	Trichocomaceae	Talaromyces	
ASV004077	Fungi	Ascomycota	Dothideomycetes	Capnodiales			
ASV004081	Fungi	Basidiomycota	Agaricomycetes				
ASV004086	Fungi	Ascomycota	Sordariomycetes				
ASV004095	Fungi	Ascomycota	Dothideomycetes	Pleosporales			
ASV004096	Fungi	Rozellomycota	Rozellomycotina_cls_Incertae_sedis	GS10			
ASV004099	Fungi	Ascomycota	Eurotiomycetes	Eurotiales	Aspergillaceae	Penicillium	Penicillium_bialowiezense
ASV004101	Fungi	Ascomycota	Sordariomycetes	Hypocreales	Hypocreaceae	Trichoderma	
ASV004102	Fungi	Ascomycota	Dothideomycetes	Pleosporales			
ASV004109	Fungi	Ascomycota	Sordariomycetes				
ASV004113	Fungi	Ascomycota	Dothideomycetes	Pleosporales	Phaeosphaeriaceae	Paraphoma	
ASV004114	Fungi	Ascomycota	Dothideomycetes	Acrospermales	Acrospermales_fam_Incertae_sedis	Leptodiscella	Leptodiscella_africana
ASV004120	Fungi	Ascomycota	Orbiliomycetes	Orbiliales	Orbiliaceae		
ASV004127	Fungi	Ascomycota	Sordariomycetes	Xylariales			
ASV004138	Fungi	Ascomycota	Dothideomycetes	Pleosporales	Pleosporales_fam_Incertae_sedis	Nigrograna	
ASV004144	Fungi	Ascomycota	Sordariomycetes	Hypocreales	Stachybotryaceae	Myrothecium	
ASV004151	Fungi						
ASV004153	Fungi	Ascomycota	Sordariomycetes	Hypocreales	Nectriaceae		
ASV004155	Fungi	Ascomycota	Sordariomycetes	Hypocreales	Nectriaceae	Fusarium	
ASV004156	Fungi	Ascomycota	Eurotiomycetes	Eurotiales	Aspergillaceae	Aspergillus	
ASV004164	Fungi	Ascomycota	Dothideomycetes	Tubeufiales	Tubeufiaceae		
ASV004170	Fungi						
ASV004171	Fungi	Mortierellomycota	Mortierellomycetes	Mortierellales	Mortierellaceae	Mortierella	Mortierella_hyalina
ASV004175	Fungi	Ascomycota	Dothideomycetes	Pleosporales	Thyridariaceae		
ASV004178	Fungi	Glomeromycota	Glomeromycetes	Glomerales	Glomeraceae	Dominikia	
ASV004179	Fungi						
ASV004183	Fungi	Ascomycota	Dothideomycetes	Pleosporales			
ASV004185	Fungi	Ascomycota	Dothideomycetes	Pleosporales			
ASV004189	Fungi	Mucoromycota	Endogonomycetes	Endogonales			
ASV004190	Fungi	Basidiomycota	Agaricomycetes	Phallales	Phallaceae	Phallus	Phallus_rugulosus
ASV004197	Fungi	Ascomycota	Dothideomycetes	Minutisphaerales	Minutisphaeraceae	Minutisphaera	Minutisphaera_japonica
ASV004201	Fungi	Ascomycota					
ASV004208	Fungi	Ascomycota	Sordariomycetes	Diaporthales	Schizoparmaceae		
ASV004209	Fungi	Ascomycota	Pezizomycetes	Pezizales	Sarcosomataceae		
ASV004211	Fungi	Ascomycota	Dothideomycetes	Pleosporales	Pleosporales_fam_Incertae_sedis	Nigrograna	
ASV004213	Fungi	Ascomycota	Dothideomycetes	Pleosporales	Thyridariaceae		
ASV004219	Fungi	Basidiomycota	Agaricomycetes				
ASV004221	Fungi	Basidiomycota	Agaricomycetes				
ASV004229	Fungi	Ascomycota	Dothideomycetes	Pleosporales			
ASV004231	Fungi	Ascomycota	Sordariomycetes	Glomerellales	Plectosphaerellaceae	Plectosphaerella	Plectosphaerella_cucumerina
ASV004232	Fungi	Ascomycota	Saccharomycetes	Saccharomycetales	Pichiaceae	Ogataea	Ogataea_methanolica
ASV004236	Fungi						
ASV004239	Fungi	Ascomycota	Eurotiomycetes	Eurotiales	Aspergillaceae	Penicillium	
ASV004244	Fungi	Ascomycota	Saccharomycetes	Saccharomycetales	Saccharomycetales_fam_Incertae_sedis	Candida	
ASV004245	Fungi	Basidiomycota	Agaricomycetes				
ASV004247	Fungi	Mortierellomycota	Mortierellomycetes	Mortierellales	Mortierellaceae	Mortierella	
ASV004249	Fungi	Ascomycota	Saccharomycetes	Saccharomycetales	Saccharomycetaceae	Kazachstania	Kazachstania_africana
ASV004260	Fungi	Ascomycota	Sordariomycetes	Microascales			
ASV004261	Fungi	Basidiomycota	Agaricomycetes				
ASV004276	Fungi	Kickxellomycota	Kickxellomycetes	Kickxellales	Kickxellaceae	Ramicandelaber	
ASV004277	Fungi	Ascomycota	Sordariomycetes	Sordariales	Chaetomiaceae	Zopfiella	Zopfiella_marina
ASV004282	Fungi	Ascomycota	Eurotiomycetes	Chaetothyriales			
ASV004292	Fungi	Mucoromycota	Mucoromycetes	Mucorales	Cunninghamellaceae	Cunninghamella	Cunninghamella_blakesleeana
ASV004293	Fungi	Mortierellomycota	Mortierellomycetes	Mortierellales	Mortierellaceae	Mortierella	
ASV004312	Fungi	Ascomycota	Sordariomycetes	Hypocreales	Hypocreales_fam_Incertae_sedis	Acremonium	Acremonium_polychromum
ASV004313	Fungi	Ascomycota	Sordariomycetes	Hypocreales	Bionectriaceae	Clonostachys	
ASV004316	Fungi	Basidiomycota	Microbotryomycetes	Leucosporidiales	Leucosporidiaceae	Leucosporidium	
ASV004320	Fungi	Ascomycota	Dothideomycetes	Pleosporales	Thyridariaceae		
ASV004321	Fungi	Ascomycota	Eurotiomycetes	Chaetothyriales	Herpotrichiellaceae		
ASV004326	Fungi	Ascomycota	Sordariomycetes				
ASV004330	Fungi	Ascomycota	Sordariomycetes	Sordariales			
ASV004336	Fungi	Ascomycota	Dothideomycetes	Venturiales	Sympoventuriaceae	Ochroconis	Ochroconis_ramosa
ASV004339	Fungi	Ascomycota	Sordariomycetes	Hypocreales			
ASV004346	Fungi	Mortierellomycota	Mortierellomycetes	Mortierellales	Mortierellaceae	Mortierella	
ASV004355	Fungi	Ascomycota	Sordariomycetes				
ASV004363	Fungi	Ascomycota	Sordariomycetes	Sordariales	Chaetomiaceae		
ASV004364	Fungi	Ascomycota	Sordariomycetes	Sordariales	Lasiosphaeriaceae	Schizothecium	
ASV004367	Fungi	Ascomycota	Sordariomycetes	Sordariales	Chaetomiaceae		
ASV004381	Fungi						
