OTU	Domain	Phylum	Class	Order	Family	Genus	Species
ASV000366	Fungi	Mortierellomycota	Mortierellomycetes	Mortierellales	Mortierellaceae	Mortierella	Mortierella_alpina
ASV000473	Fungi	Basidiomycota	Malasseziomycetes	Malasseziales			
ASV000348	Fungi	Ascomycota					
ASV000333	Fungi	Ascomycota	Sordariomycetes	Hypocreales	Clavicipitaceae	Metarhizium	Metarhizium_marquandii
ASV000351	Fungi	Ascomycota	Saccharomycetes	Saccharomycetales	Debaryomycetaceae	Debaryomyces	Debaryomyces_hansenii
ASV000409	Fungi	Ascomycota	Dothideomycetes	Pleosporales	Cucurbitariaceae	Pyrenochaetopsis	Pyrenochaetopsis_leptospora
ASV001248	Fungi	Ascomycota	Saccharomycetes	Saccharomycetales	Saccharomycodaceae	Hanseniaspora	
ASV000274	Fungi	Ascomycota	Sordariomycetes	Hypocreales	Stachybotryaceae		
ASV000856	Fungi	Basidiomycota	Malasseziomycetes	Malasseziales	Malasseziaceae	Malassezia	Malassezia_globosa
ASV000996	Fungi	Basidiomycota	Agaricomycetes	Agaricales	Psathyrellaceae		
ASV000308	Fungi	Ascomycota	Sordariomycetes	Hypocreales	Nectriaceae	Ilyonectria	
ASV000375	Fungi	Basidiomycota	Agaricomycetes				
ASV000420	Fungi	Ascomycota	Sordariomycetes	Hypocreales	Bionectriaceae	Bionectria	Bionectria_setosa
ASV000301	Fungi	Ascomycota	Sordariomycetes	Hypocreales	Bionectriaceae	Bionectria	Bionectria_setosa
ASV000352	Fungi	Ascomycota	Dothideomycetes				
ASV000385	Fungi	Ascomycota	Sordariomycetes	Hypocreales	Hypocreaceae	Trichoderma	
ASV000566	Fungi	Mortierellomycota	Mortierellomycetes	Mortierellales	Mortierellaceae	Mortierella	Mortierella_alpina
ASV000342	Fungi	Ascomycota	Dothideomycetes	Pleosporales	Thyridariaceae		
ASV000340	Fungi	Ascomycota	Dothideomycetes	Pleosporales			
ASV000314	Fungi	Ascomycota					
ASV000339	Fungi	Ascomycota	Dothideomycetes	Pleosporales			
ASV000483	Fungi	Ascomycota	Dothideomycetes	Botryosphaeriales	Aplosporellaceae	Aplosporella	Aplosporella_javeedii
ASV000414	Fungi	Ascomycota	Dothideomycetes	Pleosporales			
ASV001099	Fungi	Basidiomycota	Malasseziomycetes	Malasseziales	Malasseziaceae	Malassezia	Malassezia_restricta
ASV000330	Fungi	Ascomycota	Eurotiomycetes	Eurotiales	Aspergillaceae	Aspergillus	Aspergillus_carbonarius
ASV000322	Fungi	Ascomycota	Sordariomycetes	Xylariales	Xylariaceae	Rosellinia	
ASV000303	Fungi	Ascomycota	Sordariomycetes	Microascales			
ASV000285	Fungi	Ascomycota	Sordariomycetes	Xylariales	Microdochiaceae	Idriella	
ASV000294	Fungi	Basidiomycota	Agaricomycetes	Agaricales	Psathyrellaceae	Coprinellus	
ASV000408	Fungi	Ascomycota	Sordariomycetes	Sordariales	Chaetomiaceae		
ASV000358	Fungi	Ascomycota	Eurotiomycetes	Eurotiales	Aspergillaceae	Penicillium	
ASV000365	Fungi	Ascomycota	Dothideomycetes	Pleosporales	Didymosphaeriaceae		
ASV000327	Fungi	Ascomycota	Sordariomycetes	Xylariales	Microdochiaceae	Idriella	
ASV000412	Fungi	Ascomycota					
ASV000362	Fungi	Ascomycota	Eurotiomycetes	Chaetothyriales			
ASV000395	Fungi	Chytridiomycota	Spizellomycetes	Spizellomycetales			
ASV000347	Fungi	Ascomycota	Dothideomycetes	Pleosporales			
ASV000371	Fungi	Ascomycota	Eurotiomycetes	Eurotiales	Aspergillaceae	Penicillium	
ASV000439	Fungi	Ascomycota	Dothideomycetes	Pleosporales	Pleosporaceae	Curvularia	
ASV000396	Fungi	Basidiomycota	Agaricomycetes	Agaricales	Psathyrellaceae	Psathyrella	
ASV000495	Fungi	Ascomycota	Sordariomycetes	Sordariales	Lasiosphaeriaceae	Podospora	
ASV000377	Fungi	Basidiomycota	Agaricomycetes				
ASV001209	Fungi						
ASV000343	Fungi	Ascomycota	Leotiomycetes	Helotiales			
ASV000368	Fungi	Ascomycota	Leotiomycetes	Helotiales	Helotiaceae	Tetracladium	
ASV000379	Fungi	Ascomycota	Dothideomycetes	Pleosporales	Didymosphaeriaceae		
ASV000363	Fungi	Basidiomycota	Agaricomycetes	Polyporales	Steccherinaceae	Steccherinum	Steccherinum_ochraceum
ASV000418	Fungi	Ascomycota	Dothideomycetes	Pleosporales			
ASV000497	Fungi	Ascomycota	Leotiomycetes	Helotiales			
ASV001213	Fungi						
ASV000373	Fungi	Ascomycota	Sordariomycetes	Xylariales	Microdochiaceae	Idriella	
ASV000384	Fungi	Basidiomycota	Agaricomycetes	Agaricales	Stephanosporaceae		
ASV000432	Fungi	Basidiomycota					
ASV000713	Fungi	Ascomycota	Eurotiomycetes	Onygenales	Arthrodermataceae	Arthroderma	Arthroderma_curreyi
ASV000350	Fungi	Ascomycota					
ASV000434	Fungi	Basidiomycota					
ASV001221	Fungi	Ascomycota	Sordariomycetes	Glomerellales	Glomerellaceae		
ASV000331	Fungi	Ascomycota	Eurotiomycetes	Chaetothyriales			
ASV001306	Fungi						
ASV000360	Fungi	Ascomycota	Sordariomycetes	Sordariales	Chaetomiaceae	Zopfiella	
ASV001365	Fungi						
ASV000364	Fungi	Ascomycota	Dothideomycetes	Pleosporales	Thyridariaceae	Roussoella	
ASV000411	Fungi	Ascomycota	Sordariomycetes	Hypocreales	Nectriaceae		
ASV000424	Fungi	Ascomycota	Sordariomycetes	Diaporthales			
ASV000359	Fungi	Ascomycota					
ASV000422	Fungi	Mortierellomycota	Mortierellomycetes	Mortierellales	Mortierellaceae	Mortierella	Mortierella_exigua
ASV000423	Fungi	Ascomycota	Sordariomycetes	Sordariales			
ASV001075	Fungi						
ASV001228	Fungi	Ascomycota	Dothideomycetes	Capnodiales	Mycosphaerellaceae	Mycosphaerella	Mycosphaerella_tassiana
ASV001230	Fungi	Ascomycota	Sordariomycetes	Hypocreales	Clavicipitaceae	Metarhizium	Metarhizium_anisopliae
ASV001276	Fungi	Mucoromycota	Endogonomycetes	Endogonales			
ASV001320	Fungi						
ASV000386	Fungi	Ascomycota					
ASV000400	Fungi	Basidiomycota	Agaricomycetes	Agaricales	Bolbitiaceae	Cyclocybe	Cyclocybe_erebioides
ASV000455	Fungi	Ascomycota	Sordariomycetes	Hypocreales	Clavicipitaceae		
ASV000515	Fungi	Ascomycota					
ASV000383	Fungi	Ascomycota	Sordariomycetes	Sordariales	Sordariales_fam_Incertae_sedis	Conlarium	
ASV000413	Fungi	Mortierellomycota	Mortierellomycetes	Mortierellales	Mortierellaceae	Mortierella	
ASV000397	Fungi	Ascomycota	Sordariomycetes	Sordariales			
ASV000532	Fungi	Ascomycota	Sordariomycetes	Hypocreales	Nectriaceae	Dactylonectria	Dactylonectria_anthuriicola
ASV000388	Fungi	Basidiomycota	Agaricomycetes				
ASV000402	Fungi	Ascomycota	Eurotiomycetes	Chaetothyriales	Herpotrichiellaceae		
ASV000426	Fungi						
ASV000520	Fungi	Ascomycota	Pezizomycetes	Pezizales	Pyronemataceae	Pseudaleuria	
ASV000399	Fungi	Ascomycota	Eurotiomycetes	Eurotiales	Aspergillaceae	Penicillium	
ASV000390	Fungi	Ascomycota	Eurotiomycetes	Eurotiales	Aspergillaceae	Aspergillus	
ASV000406	Fungi	Ascomycota	Eurotiomycetes	Eurotiales	Aspergillaceae	Penicillium	Penicillium_brevicompactum
ASV000410	Fungi	Ascomycota	Leotiomycetes	Thelebolales	Pseudeurotiaceae	Pseudeurotium	
ASV000416	Fungi	Ascomycota	Eurotiomycetes	Eurotiales	Aspergillaceae	Penicillium	
ASV000504	Fungi	Ascomycota	Dothideomycetes	Pleosporales			
ASV000392	Fungi	Rozellomycota	Rozellomycotina_cls_Incertae_sedis	GS11			
ASV000393	Fungi						
ASV000403	Fungi	Basidiomycota	Agaricomycetes	Cantharellales	Ceratobasidiaceae	Ceratobasidium	
ASV001040	Fungi	Ascomycota	Sordariomycetes	Sordariales			
ASV000370	Fungi	Ascomycota	Leotiomycetes	Helotiales	Helotiales_fam_Incertae_sedis	Leohumicola	
ASV000357	Fungi	Ascomycota	Sordariomycetes	Xylariales			
ASV000394	Fungi	Ascomycota	Sordariomycetes	Hypocreales			
ASV000421	Fungi	Ascomycota	Saccharomycetes	Saccharomycetales	Saccharomycetaceae	Tetrapisispora	Tetrapisispora_iriomotensis
ASV000514	Fungi	Ascomycota	Dothideomycetes	Venturiales	Sympoventuriaceae	Ochroconis	Ochroconis_cordanae
ASV001243	Fungi	Ascomycota	Sordariomycetes	Sordariales	Lasiosphaeriaceae	Schizothecium	
ASV000407	Fungi	Ascomycota	Dothideomycetes	Pleosporales	Teichosporaceae		
ASV000428	Fungi	Ascomycota	Sordariomycetes	Sordariales			
ASV000429	Fungi	Basidiomycota	Microbotryomycetes	Leucosporidiales	Leucosporidiaceae	Leucosporidium	Leucosporidium_creatinivorum
ASV000443	Fungi	Ascomycota	Dothideomycetes	Pleosporales			
ASV000457	Fungi	Ascomycota					
ASV001219	Fungi						
ASV000415	Fungi	Basidiomycota	Agaricomycetes				
ASV000482	Fungi	Ascomycota					
ASV000797	Fungi	Ascomycota	Sordariomycetes	Xylariales	Apiosporaceae	Arthrinium	Arthrinium_phaeospermum
ASV000382	Fungi	Ascomycota	Sordariomycetes	Sordariales			
ASV000419	Fungi	Ascomycota					
ASV000438	Fungi	Ascomycota	Dothideomycetes	Pleosporales			
ASV000503	Fungi	Ascomycota	Dothideomycetes	Pleosporales	Lindgomycetaceae	Clohesyomyces	Clohesyomyces_aquaticus
ASV001542	Fungi	Ascomycota	Saccharomycetes	Saccharomycetales	Saccharomycodaceae	Hanseniaspora	Hanseniaspora_uvarum
ASV000372	Fungi	Basidiomycota	Agaricomycetes				
ASV000475	Fungi	Ascomycota					
ASV000563	Fungi	Ascomycota	Sordariomycetes				
ASV000440	Fungi	Chytridiomycota	Chytridiomycetes	Chytridiales	Chytridiales_fam_Incertae_sedis		
ASV000444	Fungi						
ASV000469	Fungi	Ascomycota	Pezizomycetes	Pezizales			
ASV001327	Fungi	Ascomycota	Dothideomycetes	Tubeufiales	Tubeufiaceae		
ASV001623	Fungi	Ascomycota	Saccharomycetes	Saccharomycetales	Saccharomycetales_fam_Incertae_sedis		
ASV000433	Fungi	Ascomycota	Dothideomycetes	Pleosporales	Pleosporaceae	Curvularia	Curvularia_lunata
ASV000547	Fungi	Ascomycota	Sordariomycetes	Sordariales			
ASV000598	Fungi	Ascomycota	Sordariomycetes	Sordariales	Chaetomiaceae	Zopfiella	
ASV000485	Fungi	Glomeromycota	Glomeromycetes	Diversisporales	Diversisporaceae		
ASV000493	Fungi	Ascomycota	Dothideomycetes	Pleosporales	Dictyosporiaceae		
ASV000464	Fungi	Ascomycota	Dothideomycetes	Pleosporales	Pleosporaceae	Alternaria	Alternaria_alternata
ASV000594	Fungi	Ascomycota					
ASV000442	Fungi	Ascomycota	Dothideomycetes	Pleosporales	Pleosporales_fam_Incertae_sedis	Nigrograna	
ASV000452	Fungi	Ascomycota	Dothideomycetes	Pleosporales	Lophiostomataceae	Lophiostoma	
ASV000499	Fungi	Ascomycota	Dothideomycetes	Pleosporales	Cucurbitariaceae	Pyrenochaetopsis	Pyrenochaetopsis_leptospora
ASV000456	Fungi	Ascomycota	Dothideomycetes	Pleosporales			
ASV000538	Fungi	Ascomycota	Dothideomycetes	Pleosporales	Morosphaeriaceae	Acrocalymma	
ASV000771	Fungi						
ASV001472	Fungi	Chytridiomycota	Rhizophydiomycetes	Rhizophydiales	Rhizophydiales_fam_Incertae_sedis	Operculomyces	Operculomyces_laminatus
ASV000449	Fungi	Ascomycota	Sordariomycetes	Hypocreales	Nectriaceae	Calonectria	Calonectria_chinensis
ASV000492	Fungi	Ascomycota	Sordariomycetes	Hypocreales	Nectriaceae	Volutella	
ASV000542	Fungi	Basidiomycota	Agaricomycetes				
ASV000461	Fungi	Ascomycota	Dothideomycetes	Pleosporales	Thyridariaceae	Roussoella	Roussoella_solani
ASV000470	Fungi	Chytridiomycota	Spizellomycetes	Spizellomycetales	Spizellomycetaceae	Spizellomyces	Spizellomyces_acuminatus
ASV000518	Fungi	Ascomycota	Sordariomycetes	Branch06			
ASV000940	Fungi						
ASV000466	Fungi	Basidiomycota	Agaricomycetes				
ASV000431	Fungi	Ascomycota	Sordariomycetes	Diaporthales			
ASV000463	Fungi	Ascomycota	Sordariomycetes	Xylariales			
ASV000481	Fungi	Basidiomycota	Tremellomycetes	Trichosporonales	Trichosporonaceae	Apiotrichum	Apiotrichum_laibachii
ASV000511	Fungi	Ascomycota	Dothideomycetes	Pleosporales	Thyridariaceae		
ASV000446	Fungi	Ascomycota	Sordariomycetes	Hypocreales	Hypocreales_fam_Incertae_sedis	Myxocephala	Myxocephala_albida
ASV000479	Fungi	Rozellomycota	Rozellomycotina_cls_Incertae_sedis	GS11			
ASV000506	Fungi	Ascomycota	Sordariomycetes	Hypocreales	Hypocreales_fam_Incertae_sedis	Acremonium	Acremonium_spinosum
ASV001457	Fungi						
ASV001510	Fungi						
ASV000447	Fungi	Ascomycota	Eurotiomycetes	Chaetothyriales	Herpotrichiellaceae		
ASV000529	Fungi	Ascomycota	Sordariomycetes	Hypocreales	Hypocreales_fam_Incertae_sedis		
ASV000551	Fungi	Ascomycota	Dothideomycetes	Pleosporales	Leptosphaeriaceae	Plenodomus	Plenodomus_biglobosus
ASV000468	Fungi	Ascomycota	Eurotiomycetes	Chaetothyriales	Herpotrichiellaceae	Phialophora	Phialophora_cyclaminis
ASV000536	Fungi	Ascomycota	Leotiomycetes	Helotiales			
ASV000540	Fungi	Basidiomycota	Agaricomycetes	Agaricales	Psathyrellaceae	Psathyrella	
ASV000675	Fungi	Ascomycota	Sordariomycetes	Hypocreales	Nectriaceae	Fusicolla	Fusicolla_acetilerea
ASV000462	Fungi						
ASV000582	Fungi	Ascomycota					
ASV000453	Fungi	Basidiomycota	Tremellomycetes	Trichosporonales	Trichosporonaceae		
ASV000491	Fungi	Ascomycota	Sordariomycetes	Sordariales	Chaetomiaceae		
ASV000769	Fungi	Ascomycota	Sordariomycetes				
ASV000451	Fungi	Ascomycota	Eurotiomycetes	Eurotiales	Aspergillaceae	Aspergillus	
ASV000460	Fungi	Ascomycota					
ASV000477	Fungi	Basidiomycota	Agaricomycetes				
ASV000519	Fungi	Ascomycota	Eurotiomycetes	Eurotiales	Trichocomaceae	Talaromyces	Talaromyces_trachyspermus
ASV000505	Fungi	Ascomycota					
ASV000665	Fungi	Ascomycota	Dothideomycetes	Pleosporales			
ASV000454	Fungi	Basidiomycota	Agaricomycetes	Agaricales			
ASV000476	Fungi	Ascomycota	Dothideomycetes	Pleosporales	Didymellaceae		
ASV000568	Fungi	Ascomycota	Sordariomycetes	Sordariales	Chaetomiaceae	Chaetomium	
ASV000625	Fungi						
ASV001625	Fungi						
ASV000472	Fungi	Mortierellomycota	Mortierellomycetes	Mortierellales	Mortierellaceae	Mortierella	Mortierella_elongata
ASV000490	Fungi	Ascomycota	Sordariomycetes	Hypocreales	Ophiocordycipitaceae	Purpureocillium	
ASV000528	Fungi	Ascomycota					
ASV000549	Fungi	Basidiomycota	Malasseziomycetes	Malasseziales	Malasseziaceae	Malassezia	Malassezia_restricta
ASV000688	Fungi	Ascomycota	Dothideomycetes	Pleosporales			
ASV000770	Fungi	Chytridiomycota	Rhizophydiomycetes	Rhizophydiales			
ASV001552	Fungi	Glomeromycota	Glomeromycetes	Glomerales	Glomeraceae	Septoglomus	Septoglomus_viscosum
ASV001675	Fungi						
ASV000513	Fungi	Ascomycota	Dothideomycetes	Venturiales	Sympoventuriaceae		
ASV001832	Fungi	Ascomycota	Saccharomycetes	Saccharomycetales	Metschnikowiaceae	Clavispora	Clavispora_lusitaniae
ASV000734	Fungi						
ASV000480	Fungi	Ascomycota	Dothideomycetes	Venturiales	Sympoventuriaceae	Scolecobasidium	Scolecobasidium_terreum
ASV000487	Fungi	Basidiomycota	Agaricomycetes				
ASV000649	Fungi	Ascomycota	Dothideomycetes	Pleosporales	Thyridariaceae		
ASV001415	Fungi						
ASV000498	Fungi	Ascomycota	Eurotiomycetes	Eurotiales	Trichocomaceae	Talaromyces	Talaromyces_neofusisporus
ASV000509	Fungi	Ascomycota	Sordariomycetes	Hypocreales	Clavicipitaceae	Metarhizium	Metarhizium_anisopliae
ASV000526	Fungi	Ascomycota	Dothideomycetes	Pleosporales	Lophiostomataceae	Lophiostoma	
ASV000564	Fungi	Ascomycota	Sordariomycetes	Sordariales			
ASV000682	Fungi	Ascomycota	Sordariomycetes	Glomerellales	Plectosphaerellaceae	Plectosphaerella	Plectosphaerella_cucumerina
ASV000445	Fungi						
ASV000545	Fungi	Ascomycota	Leotiomycetes	Helotiales			
ASV000550	Fungi	Ascomycota	Sordariomycetes	Hypocreales	Bionectriaceae	Clonostachys	
ASV000553	Fungi	Mortierellomycota	Mortierellomycetes	Mortierellales	Mortierellaceae	Mortierella	
ASV001652	Fungi	Basidiomycota	Agaricomycetes	Agaricales	Agaricaceae	Leucoagaricus	
ASV000507	Fungi	Ascomycota	Leotiomycetes	Helotiales	Helotiaceae	Tetracladium	
ASV000724	Fungi	Ascomycota	Dothideomycetes	Pleosporales	Pleosporaceae	Alternaria	Alternaria_chlamydosporigena
ASV000756	Fungi	Mortierellomycota	Mortierellomycetes	Mortierellales	Mortierellaceae	Mortierella	Mortierella_alpina
ASV001635	Fungi						
ASV000486	Fungi	Basidiomycota	Agaricomycetes	Cantharellales	Ceratobasidiaceae	Waitea	Waitea_circinata
ASV000488	Fungi	Mortierellomycota	Mortierellomycetes	Mortierellales	Mortierellaceae	Mortierella	Mortierella_wolfii
ASV000512	Fungi	Ascomycota	Dothideomycetes	Capnodiales	Cladosporiaceae	Cladosporium	
ASV000537	Fungi	Mortierellomycota	Mortierellomycetes	Mortierellales	Mortierellaceae	Mortierella	
ASV000579	Fungi	Ascomycota	Leotiomycetes	Helotiales	Helotiaceae	Tetracladium	Tetracladium_marchalianum
ASV000502	Fungi	Ascomycota	Dothideomycetes	Pleosporales	Sporormiaceae	Preussia	Preussia_flanaganii
ASV000531	Fungi	Ascomycota	Dothideomycetes	Pleosporales			
ASV000535	Fungi	Ascomycota	Sordariomycetes	Hypocreales	Nectriaceae	Fusarium	Fusarium_nematophilum
ASV000554	Fungi	Ascomycota	Eurotiomycetes	Eurotiales	Trichocomaceae	Talaromyces	
ASV000603	Fungi	Basidiomycota	Tremellomycetes	Tremellales	Trimorphomycetaceae	Saitozyma	Saitozyma_podzolica
ASV000689	Fungi	Ascomycota	Saccharomycetes	Saccharomycetales	Saccharomycetales_fam_Incertae_sedis	Candida	Candida_parapsilosis
ASV000530	Fungi	Ascomycota	Sordariomycetes	Sordariales			
ASV000585	Fungi	Ascomycota	Sordariomycetes	Sordariales			
ASV000599	Fungi	Rozellomycota	Rozellomycotina_cls_Incertae_sedis	GS11			
ASV000626	Fungi	Basidiomycota	Classiculomycetes	Classiculales	Classiculaceae		
ASV000676	Fungi	Ascomycota	Sordariomycetes	Hypocreales	Hypocreales_fam_Incertae_sedis	Acremonium	Acremonium_furcatum
ASV000790	Fungi	Basidiomycota	Agaricomycetes	Agaricales	Psathyrellaceae	Coprinellus	Coprinellus_curtus
ASV001171	Fungi						
ASV000559	Fungi	Ascomycota					
ASV000601	Fungi	Basidiomycota	Tremellomycetes	Cystofilobasidiales	Mrakiaceae	Tausonia	Tausonia_pullulans
ASV000699	Fungi	Ascomycota	Dothideomycetes	Pleosporales	Phaeosphaeriaceae	Paraphoma	
ASV000720	Fungi	Ascomycota	Leotiomycetes	Helotiales	Helotiaceae	Anguillospora	Anguillospora_longissima
ASV000755	Fungi	Ascomycota	Sordariomycetes	Hypocreales	Nectriaceae		
ASV000572	Fungi						
ASV000577	Fungi	Ascomycota	Sordariomycetes	Hypocreales	Nectriaceae	Thelonectria	
ASV000592	Fungi	Ascomycota	Sordariomycetes	Xylariales	Microdochiaceae	Idriella	Idriella_lunata
ASV000614	Fungi	Ascomycota	Eurotiomycetes	Chaetothyriales			
ASV000667	Fungi	Glomeromycota	Glomeromycetes	Glomerales	Glomeraceae	Septoglomus	Septoglomus_viscosum
ASV000510	Fungi						
ASV000546	Fungi	Basidiomycota	Agaricomycetes	Agaricales	Schizophyllaceae	Schizophyllum	Schizophyllum_commune
ASV000558	Fungi	Basidiomycota					
ASV000576	Fungi	Mortierellomycota	Mortierellomycetes	Mortierellales	Mortierellaceae	Mortierella	
ASV000608	Fungi	Ascomycota	Dothideomycetes	Pleosporales			
ASV000517	Fungi	Ascomycota	Leotiomycetes	Thelebolales	Thelebolaceae	Thelebolus	
ASV000543	Fungi	Ascomycota	Dothideomycetes	Pleosporales			
ASV000651	Fungi	Basidiomycota	Tremellomycetes	Holtermanniales	Holtermanniales_fam_Incertae_sedis	Holtermanniella	Holtermanniella_takashimae
ASV000694	Fungi	Ascomycota	Sordariomycetes	Hypocreales	Stachybotryaceae		
ASV000552	Fungi	Chytridiomycota	Rhizophydiomycetes	Rhizophydiales	Rhizophydiaceae	Rhizophydium	
ASV000584	Fungi	Mortierellomycota	Mortierellomycetes	Mortierellales	Mortierellaceae	Mortierella	
ASV000610	Fungi	Ascomycota	Dothideomycetes	Pleosporales	Didymosphaeriaceae	Paraconiothyrium	
ASV000664	Fungi						
ASV001744	Fungi	Ascomycota	Sordariomycetes	Sordariales	Chaetomiaceae		
ASV000595	Fungi	Ascomycota	Sordariomycetes	Magnaporthales	Magnaporthaceae		
ASV000633	Fungi	Ascomycota	Dothideomycetes	Botryosphaeriales	Botryosphaeriaceae	Macrophomina	Macrophomina_pseudophaseolina
ASV001676	Fungi						
ASV000525	Fungi	Ascomycota	Pezizomycetes	Pezizales	Pezizaceae		
ASV000581	Fungi	Ascomycota	Sordariomycetes	Pleurotheciales	Pleurotheciaceae	Pleurotheciella	
ASV000658	Fungi	Ascomycota	Eurotiomycetes	Eurotiales	Aspergillaceae	Aspergillus	
ASV000659	Fungi	Ascomycota	Dothideomycetes	Capnodiales			
ASV000661	Fungi	Ascomycota	Eurotiomycetes	Eurotiales	Trichocomaceae	Sagenomella	Sagenomella_oligospora
ASV000726	Fungi	Glomeromycota	Glomeromycetes	Glomerales	Glomeraceae	Rhizophagus	
ASV000561	Fungi	Ascomycota	Dothideomycetes	Pleosporales	Melanommataceae		
ASV000589	Fungi	Ascomycota	Sordariomycetes	Sordariales	Sordariaceae	Neurospora	Neurospora_terricola
ASV000600	Fungi	Ascomycota	Sordariomycetes	Xylariales	Sporocadaceae	Pestalotiopsis	
ASV000646	Fungi	Ascomycota	Sordariomycetes	Sordariales	Lasiosphaeriaceae	Cladorrhinum	
ASV001043	Fungi	Mortierellomycota	Mortierellomycetes	Mortierellales	Mortierellaceae	Mortierella	Mortierella_ambigua
ASV000565	Fungi	Basidiomycota	Agaricomycetes	Agaricales	Lycoperdaceae	Calvatia	
ASV000567	Fungi	Glomeromycota	Glomeromycetes	Glomerales	Glomeraceae	Rhizophagus	
ASV000624	Fungi	Ascomycota	Sordariomycetes	Xylariales	Microdochiaceae	Idriella	
ASV000698	Fungi	Ascomycota	Sordariomycetes				
ASV000736	Fungi						
ASV000521	Fungi	Ascomycota					
ASV000541	Fungi	Ascomycota	Leotiomycetes	Thelebolales	Pseudeurotiaceae	Pseudogymnoascus	
ASV000606	Fungi	Glomeromycota	Glomeromycetes	Glomerales	Glomeraceae	Septoglomus	Septoglomus_viscosum
ASV000656	Fungi	Basidiomycota					
ASV000657	Fungi	Glomeromycota	Paraglomeromycetes				
ASV000670	Fungi	Ascomycota	Sordariomycetes	Hypocreales			
ASV000691	Fungi	Basidiomycota	Tremellomycetes	Cystofilobasidiales	Mrakiaceae	Mrakia	Mrakia_frigida
ASV000494	Fungi	Basidiomycota	Agaricomycetes	Agaricales	Psathyrellaceae	Coprinellus	
ASV000574	Fungi	Ascomycota	Sordariomycetes	Sordariales			
ASV000586	Fungi	Ascomycota	Sordariomycetes	Hypocreales	Clavicipitaceae	Metarhizium	Metarhizium_carneum
ASV000605	Fungi						
ASV000638	Fungi	Ascomycota	Sordariomycetes	Hypocreales	Nectriaceae	Fusicolla	Fusicolla_acetilerea
ASV000650	Fungi	Ascomycota	Eurotiomycetes	Chaetothyriales	Herpotrichiellaceae		
ASV000620	Fungi	Basidiomycota	Classiculomycetes	Classiculales	Classiculaceae		
ASV000628	Fungi						
ASV000652	Fungi	Mortierellomycota	Mortierellomycetes	Mortierellales	Mortierellaceae	Mortierella	Mortierella_indohii
ASV000704	Fungi	Ascomycota	Sordariomycetes	Hypocreales	Nectriaceae	Stephanonectria	Stephanonectria_keithii
ASV000721	Fungi	Basidiomycota	Microbotryomycetes	Microbotryomycetes_ord_Incertae_sedis	Chrysozymaceae	Pseudohyphozyma	Pseudohyphozyma_pustula
ASV000750	Fungi	Rozellomycota	Rozellomycotina_cls_Incertae_sedis	GS06			
ASV000774	Fungi	Ascomycota					
ASV000800	Fungi						
ASV001058	Fungi	Mortierellomycota	Mortierellomycetes	Mortierellales	Mortierellaceae	Mortierella	
ASV000583	Fungi						
