,logFC,logCPM,LR,PValue,FDR,Domain,Phylum,Class,Order,Family,Genus,Species,threshold
ASV000173,-1.86256321859029,9.69483654440474,3.34809156860612,0.0672829766866177,0.368810390726645,Fungi,Ascomycota,Sordariomycetes,Hypocreales,Bionectriaceae,Nectriopsis,Nectriopsis_rexiana,Not significant
ASV000155,-4.28833327051581,10.0606240086469,15.65159151347,7.61484714807884e-05,0.00297321479470819,Fungi,Ascomycota,Sordariomycetes,Chaetosphaeriales,Chaetosphaeriaceae,,,Depleted on silk
ASV000471,4.30964332526837,8.28716026639724,7.39037547309075,0.00655737987014755,0.0829788887657333,Fungi,Ascomycota,Dothideomycetes,Pleosporales,,,,Not significant
ASV000199,7.13880518743447,10.6728060854998,13.3933928031107,0.000252512216537025,0.00740992745768994,Fungi,Ascomycota,Sordariomycetes,Hypocreales,Nectriaceae,,,Enriched on silk
ASV000178,0.639268906607627,9.08163685314193,0.239214689470447,0.624773883563393,0.784042842117005,Fungi,Ascomycota,Sordariomycetes,Hypocreales,Nectriaceae,Fusarium,,Not significant
ASV000161,-2.58500834214252,9.63203048199651,5.18123396051976,0.02283210338745,0.187278264893686,Fungi,Ascomycota,Sordariomycetes,Hypocreales,Nectriaceae,Fusarium,Fusarium_solani,Not significant
ASV000225,6.93464755268899,10.5964762793893,10.7301670285682,0.00105402931888382,0.0221476284042007,Fungi,Ascomycota,Sordariomycetes,Sordariales,,,,Enriched on silk
ASV000148,4.50410582566513,7.96271079335711,1.85418729262642,0.173297171787917,0.583857203280113,Fungi,Basidiomycota,Agaricomycetes,Agaricales,Psathyrellaceae,Coprinopsis,Coprinopsis_scobicola,Not significant
ASV000179,5.05544263347606,10.1669403714633,5.43747050842732,0.0197091919913823,0.173359404492676,Fungi,Ascomycota,Dothideomycetes,Acrospermales,Acrospermales_fam_Incertae_sedis,Leptodiscella,Leptodiscella_africana,Not significant
ASV000158,-6.59000423308199,9.63251501113344,42.0273464666166,9.00058645356114e-11,3.82974953599026e-08,Fungi,Ascomycota,Sordariomycetes,Hypocreales,Nectriaceae,Fusarium,,Depleted on silk
ASV000176,4.01490558157192,10.3129624282261,5.10035838065977,0.0239209006915942,0.193412698228472,Fungi,Basidiomycota,Agaricomycetes,Agaricales,Entolomataceae,Entoloma,,Not significant
ASV000212,-2.77423930082773,9.02588372020743,6.71996910222299,0.00953392787205926,0.108364607107751,Fungi,Ascomycota,Saccharomycetes,Saccharomycetales,Lipomycetaceae,Lipomyces,Lipomyces_chichibuensis,Not significant
ASV000157,-6.22412202383031,9.82378542821282,20.259590964502,6.76136526759268e-06,0.000460313747417709,Fungi,Mortierellomycota,Mortierellomycetes,Mortierellales,Mortierellaceae,Mortierella,Mortierella_alpina,Depleted on silk
ASV000168,-3.18841841416807,9.76160601212083,9.571840987434,0.001975845453389,0.0352134969808175,Fungi,Ascomycota,Sordariomycetes,Hypocreales,Bionectriaceae,Clonostachys,,Depleted on silk
ASV000182,1.75143040747065,10.001940769442,1.66585779099794,0.196814269020896,0.622635475601422,Fungi,Ascomycota,Dothideomycetes,Capnodiales,,,,Not significant
ASV000165,0.681070358514545,8.37486136287509,0.179690907317145,0.671639004545573,0.784042842117005,Fungi,Ascomycota,Dothideomycetes,Pleosporales,Morosphaeriaceae,Acrocalymma,,Not significant
ASV000164,-5.95844240508138,9.84473385444164,35.2706476524401,2.86923954772694e-09,6.51126094697501e-07,Fungi,Ascomycota,Leotiomycetes,Helotiales,Helotiaceae,Tetracladium,,Depleted on silk
ASV000175,1.05728469393769,9.71218057457503,0.554389205775205,0.456529792361065,0.784042842117005,Fungi,,,,,,,Not significant
ASV000501,6.29132955898187,9.07380493278178,8.89884273149386,0.00285351447685346,0.0458177513170245,Fungi,Ascomycota,Saccharomycetes,Saccharomycetales,Saccharomycetaceae,Kazachstania,Kazachstania_pintolopesii,Enriched on silk
ASV000722,5.80742037594218,8.74281260774195,9.9127463689572,0.00164138000764265,0.0310604259544892,Fungi,,,,,,,Enriched on silk
ASV000183,-0.402077147865432,8.88740777165394,0.0997540559224852,0.752124976375641,0.807135378178652,Fungi,Ascomycota,Leotiomycetes,Helotiales,Helotiaceae,,,Not significant
ASV000186,-6.49291977827626,9.97467274468929,46.66874894258,8.40588817055524e-12,5.5238459964177e-09,Fungi,Ascomycota,Eurotiomycetes,Eurotiales,Trichocomaceae,Talaromyces,Talaromyces_sayulitensis,Depleted on silk
ASV000170,-4.7142497612903,9.99574063830772,37.2810186216982,1.02275229350637e-09,2.9012073392464e-07,Fungi,Ascomycota,Dothideomycetes,Pleosporales,,,,Depleted on silk
ASV000160,-2.44124841115579,7.56693416175388,5.25061858127965,0.0219389704712892,0.183039841873207,Fungi,Basidiomycota,Agaricomycetes,,,,,Not significant
ASV000167,-2.2356394285819,9.70790867790296,5.97657080942433,0.0144971630200211,0.140917052778359,Fungi,Ascomycota,Sordariomycetes,Sordariales,,,,Not significant
ASV000188,-0.300796522772372,8.67130078743679,0.0583467989789099,0.809128233057212,0.823646084128813,Fungi,Ascomycota,Sordariomycetes,Sordariales,Chaetomiaceae,,,Not significant
ASV000631,2.85231372413251,7.81650340982608,2.75889270395507,0.0967151574284952,0.475749127003754,Fungi,Ascomycota,Dothideomycetes,Pleosporales,Pleosporaceae,Alternaria,,Not significant
ASV000336,-0.0273359303535868,9.11212369630282,0.000532457433948252,0.981590416219156,0.982456270746841,Fungi,Ascomycota,Eurotiomycetes,Eurotiales,Aspergillaceae,Aspergillus,,Not significant
ASV000195,-2.76588031156565,8.66756186845309,3.05294253950974,0.0805910062246378,0.414918059414758,Fungi,Ascomycota,Sordariomycetes,Hypocreales,Ophiocordycipitaceae,Purpureocillium,,Not significant
ASV000588,6.88788204692855,9.40857051364141,17.9384197474132,2.28168402719174e-05,0.00113488356305213,Fungi,,,,,,,Enriched on silk
ASV000196,-0.771815593394505,9.58374663696748,0.420999806193432,0.516438581585246,0.784042842117005,Fungi,Ascomycota,Eurotiomycetes,Eurotiales,Aspergillaceae,Penicillium,Penicillium_bialowiezense,Not significant
ASV000251,-2.52580056401773,9.59568700857892,5.4387171716311,0.0196951292886922,0.173359404492676,Fungi,Ascomycota,Sordariomycetes,Xylariales,Microdochiaceae,Idriella,,Not significant
ASV000427,6.70484661615657,9.43655841879885,11.5070389443239,0.000693331358829582,0.0161650681195609,Fungi,,,,,,,Enriched on silk
ASV000593,-2.23477046000208,7.8595852555137,0.789129139609711,0.374363584498149,0.784042842117005,Fungi,Ascomycota,Dothideomycetes,Capnodiales,Cladosporiaceae,Cladosporium,Cladosporium_halotolerans,Not significant
ASV000187,-1.5973270701677,9.7603098247083,2.12469159716789,0.144941952350934,0.567816283092255,Fungi,Mortierellomycota,Mortierellomycetes,Mortierellales,Mortierellaceae,Mortierella,Mortierella_elongata,Not significant
ASV000213,-1.32230557364243,8.83995062372514,1.13154463834976,0.287446104444435,0.773900996230721,Fungi,Ascomycota,Sordariomycetes,,,,,Not significant
ASV000807,1.70138345164795,7.33856719827377,2.33991513338,0.126096423492503,0.537884994446716,Fungi,Ascomycota,Eurotiomycetes,,,,,Not significant
ASV000156,-4.88707929843059,9.82831312847864,22.8161234120717,1.78263890640608e-06,0.00016400277938936,Fungi,Ascomycota,Sordariomycetes,Hypocreales,Cordycipitaceae,Beauveria,,Depleted on silk
ASV000211,-1.756293381992,9.27395965073338,1.31914694780378,0.250745204267352,0.711005062665277,Fungi,Ascomycota,Dothideomycetes,Pleosporales,,,,Not significant
ASV000202,0.183965387986114,8.634463248232,0.0199627907877158,0.887641054157418,0.897661957323782,Fungi,Basidiomycota,Tremellomycetes,Filobasidiales,Piskurozymaceae,Solicoccozyma,Solicoccozyma_fuscescens,Not significant
ASV000174,4.53733889525043,7.97705480245031,2.09139563436367,0.148130692660849,0.569810314839043,Fungi,Basidiomycota,Agaricomycetes,Cantharellales,Ceratobasidiaceae,Waitea,Waitea_circinata,Not significant
ASV000203,4.99070520409392,9.2716259150239,5.47319964984167,0.0193102410962279,0.170732625172882,Fungi,Ascomycota,Pezizomycetes,Pezizales,,,,Not significant
ASV000226,2.8166527481352,9.07767986154494,2.00298723136864,0.156989548471025,0.570475829624786,Fungi,Ascomycota,Dothideomycetes,Pleosporales,,,,Not significant
ASV000206,-3.52056974076649,9.66096162435444,22.3015676368111,2.33016306666336e-06,0.000203381412280053,Fungi,Ascomycota,Sordariomycetes,,,,,Depleted on silk
ASV000184,-4.41062431914762,9.74824755181441,32.8255292284432,1.00812156559834e-08,2.01861518193926e-06,Fungi,Ascomycota,Leotiomycetes,Thelebolales,Pseudeurotiaceae,Pseudeurotium,,Depleted on silk
ASV000197,-5.98266980433279,9.19155815681095,20.1307553665232,7.23242837806229e-06,0.000473445888440847,Fungi,,,,,,,Depleted on silk
ASV000527,5.35334068132581,8.37909610532685,6.88482208573554,0.00869307201692897,0.10030921066314,Fungi,,,,,,,Not significant
ASV000207,4.37868837506335,9.75103946918534,5.07395019286658,0.0242879753929549,0.194991198673629,Fungi,Ascomycota,,,,,,Not significant
ASV000171,4.55942686088416,7.98658464118555,2.15664394298363,0.141954437752596,0.565951818641464,Fungi,Basidiomycota,Agaricomycetes,Agaricales,Psathyrellaceae,Coprinopsis,Coprinopsis_scobicola,Not significant
ASV000345,4.47585763460294,9.19196546779003,3.8489827019939,0.0497761728710854,0.307605097798745,Fungi,Ascomycota,Sordariomycetes,Hypocreales,Hypocreaceae,Trichoderma,,Not significant
ASV000235,-3.74393579556535,8.88361345715594,10.6341348583576,0.00111019208333325,0.0229035991010084,Fungi,Ascomycota,Sordariomycetes,Sordariales,,,,Depleted on silk
ASV000697,3.75712821328735,7.73479485824746,6.62906382313621,0.0100327980406105,0.112711698119598,Fungi,Basidiomycota,Agaricomycetes,Agaricales,Bolbitiaceae,Conocybe,Conocybe_apala,Not significant
ASV000278,4.24668387170457,7.93912894302855,5.08256915737693,0.0241675333436969,0.194482939720909,Fungi,Ascomycota,Eurotiomycetes,Eurotiales,Aspergillaceae,Aspergillus,Aspergillus_penicillioides,Not significant
ASV000644,4.30030017932346,9.5489325227058,4.63156793706036,0.0313888658015754,0.234830108106731,Fungi,Ascomycota,Sordariomycetes,Sordariales,Sordariales_fam_Incertae_sedis,Staphylotrichum,Staphylotrichum_boninense,Not significant
ASV000234,-5.34317515138794,9.27601927282103,28.2062256013644,1.09053238703095e-07,1.54673843560556e-05,Fungi,Ascomycota,Sordariomycetes,Sordariales,Chaetomiaceae,,,Depleted on silk
ASV000191,-3.59558583316733,9.40386455929114,11.4501466953825,0.000714883558834919,0.0165541743828168,Fungi,Ascomycota,Sordariomycetes,Hypocreales,Nectriaceae,Volutella,,Depleted on silk
ASV000300,0.362029785922683,8.29414063679727,0.0911275731645311,0.762748544354258,0.807773592915535,Fungi,Ascomycota,,,,,,Not significant
ASV000204,-3.27055346428284,8.5120451416063,5.80733451856596,0.01595946616067,0.148431756313991,Fungi,Ascomycota,Sordariomycetes,Hypocreales,Nectriaceae,,,Not significant
ASV000194,-0.996233267484142,8.79027670496481,0.221538543895003,0.637870117412758,0.784042842117005,Fungi,Ascomycota,Sordariomycetes,Hypocreales,Nectriaceae,,,Not significant
ASV000189,-4.46094566189603,9.17973172662919,4.13533810804023,0.041996677152759,0.277540671652462,Fungi,Ascomycota,Orbiliomycetes,Orbiliales,Orbiliaceae,,,Not significant
ASV000224,-2.75015500985063,9.29024520826825,3.48639431609143,0.0618752158405932,0.351624765811985,Fungi,Basidiomycota,Agaricomycetes,,,,,Not significant
ASV000524,-0.166481653695952,8.49432999625431,0.0150224690819982,0.902450634971931,0.91182604970153,Fungi,Ascomycota,Sordariomycetes,Hypocreales,Hypocreaceae,Trichoderma,,Not significant
ASV000210,-3.82812960745922,7.71751563304443,5.61113344119465,0.0178467155337431,0.161929627793919,Fungi,Ascomycota,Sordariomycetes,,,,,Not significant
ASV000241,-4.2920094315332,9.00200785317464,6.02779477599325,0.0140823159345508,0.139349428608171,Fungi,Basidiomycota,Microbotryomycetes,Leucosporidiales,Leucosporidiaceae,Leucosporidium,,Not significant
ASV000193,-6.9020456832643,9.56559878822605,46.3807965597118,9.73650880684672e-12,5.5238459964177e-09,Fungi,Ascomycota,Dothideomycetes,Pleosporales,,,,Depleted on silk
ASV000215,-4.07585264421786,8.87568612695667,5.3424638702348,0.0208120374356284,0.179720071223583,Fungi,Basidiomycota,Tremellomycetes,Trichosporonales,Trichosporonaceae,Apiotrichum,,Not significant
ASV000232,-5.11585981736435,9.40736148084245,25.4363501308917,4.572212321622e-07,4.86369085712541e-05,Fungi,Basidiomycota,Agaricomycetes,Agaricales,Psathyrellaceae,Coprinellus,Coprinellus_verrucispermus,Depleted on silk
ASV000201,-6.55192867863464,9.31248550908196,33.9563761523926,5.63616790048973e-09,1.19909472082919e-06,Fungi,Chytridiomycota,Chytridiomycetes,Chytridiales,Chytridiales_fam_Incertae_sedis,,,Depleted on silk
ASV000223,-6.72810818381754,9.31089980398853,27.4704796425149,1.59510757265811e-07,2.17189847093128e-05,Fungi,Ascomycota,Dothideomycetes,Pleosporales,Sporormiaceae,Preussia,Preussia_flanaganii,Depleted on silk
ASV000209,-5.52533455185907,8.54319345426874,14.881340724741,0.000114489875376553,0.00405962016439362,Fungi,Basidiomycota,Agaricomycetes,Auriculariales,,,,Depleted on silk
ASV000217,-4.88897331752158,8.60281065015866,16.105403951753,5.99128317066713e-05,0.00245714794131938,Fungi,Ascomycota,Leotiomycetes,Helotiales,,,,Depleted on silk
ASV000310,2.85314117938986,9.33954491785773,2.72301350651353,0.0989111151652703,0.48236881951659,Fungi,Ascomycota,Sordariomycetes,Microascales,Microascaceae,Cephalotrichum,Cephalotrichum_asperulum,Not significant
ASV000240,-2.48577948578546,8.87683240868251,4.29052797371129,0.0383252624104977,0.264623110031104,Fungi,Ascomycota,Dothideomycetes,Pleosporales,Didymosphaeriaceae,Paraconiothyrium,,Not significant
ASV000254,-2.77941917271675,8.47632407628826,3.49031473601142,0.0617288479174417,0.351379595837745,Fungi,,,,,,,Not significant
ASV000227,-4.84107142817541,9.21930847459758,16.7475369938651,4.26976552455244e-05,0.00193329130036388,Fungi,Ascomycota,,,,,,Depleted on silk
ASV000250,-5.52261700866531,9.65824803171688,25.1457677381306,5.31561838284354e-07,5.48314090157558e-05,Fungi,Ascomycota,Sordariomycetes,Glomerellales,Glomerellaceae,Colletotrichum,,Depleted on silk
ASV000218,-6.60505465190146,9.3427908803816,43.725773845562,3.77763887705394e-11,1.83701181964166e-08,Fungi,Ascomycota,Dothideomycetes,Pleosporales,Didymosphaeriaceae,,,Depleted on silk
ASV000243,-3.50988444749862,9.01317083103931,8.9841500223588,0.00272331436248006,0.043934417487593,Fungi,Ascomycota,,,,,,Depleted on silk
ASV000260,-5.00026423425668,9.40069134187971,12.1270871390944,0.000496946813780183,0.0123318346400513,Fungi,Ascomycota,Eurotiomycetes,Chaetothyriales,Herpotrichiellaceae,,,Depleted on silk
ASV000276,-0.769733051463451,8.79246556646823,0.751263014528664,0.386076647294406,0.784042842117005,Fungi,Ascomycota,Sordariomycetes,Hypocreales,Nectriaceae,Fusarium,,Not significant
ASV000263,-3.75730424231899,8.71763160153735,4.25481598315933,0.0391391882466199,0.266459593582989,Fungi,Ascomycota,Dothideomycetes,Pleosporales,Dictyosporiaceae,,,Not significant
ASV000271,6.59190153937192,9.47923232846515,8.60878758156857,0.00334544925454658,0.0510668576792671,Fungi,Ascomycota,,,,,,Not significant
ASV000257,-5.46381719744535,8.52018100690909,18.7985693881796,1.45276055222069e-05,0.000783295264921763,Fungi,Ascomycota,Sordariomycetes,,,,,Depleted on silk
ASV000228,-5.98933341518019,9.0861719318626,18.3879735251883,1.8019170659807e-05,0.000929352377666411,Fungi,Ascomycota,Leotiomycetes,Helotiales,Helotiaceae,Anguillospora,Anguillospora_longissima,Depleted on silk
ASV000361,0.0672750411994059,8.39030198747342,0.00206773503582269,0.963730809905082,0.966855195083083,Fungi,Ascomycota,Sordariomycetes,,,,,Not significant
ASV000813,3.92303284975762,7.73714780166589,9.51515101249633,0.00203782334837091,0.0361289097804925,Fungi,,,,,,,Enriched on silk
ASV000248,-5.72322693267323,9.20422320775159,11.6502037864046,0.00064195502107031,0.0151751034147454,Fungi,Ascomycota,Orbiliomycetes,Orbiliales,Orbiliaceae,,,Depleted on silk
ASV000238,-5.71164842554145,9.4680529507824,38.2106297576796,6.35055296597957e-10,1.96520748147222e-07,Fungi,Ascomycota,Leotiomycetes,Helotiales,,,,Depleted on silk
ASV000259,-2.4646961157221,8.03796537845439,0.968768484144405,0.324987507531968,0.784042842117005,Fungi,Ascomycota,Sordariomycetes,Glomerellales,Plectosphaerellaceae,Plectosphaerella,Plectosphaerella_cucumerina,Not significant
ASV000891,4.5226072414907,7.96726999883414,1.92979806466685,0.164780539325896,0.576916023240698,Fungi,Mucoromycota,Endogonomycetes,Endogonales,,,,Not significant
ASV001005,4.31235321769947,7.86819560442877,2.60592963249827,0.10646471083828,0.504041551729492,Fungi,,,,,,,Not significant
ASV000654,1.18050513250008,8.28579307702382,0.347697589942195,0.555419371112043,0.784042842117005,Fungi,Ascomycota,Sordariomycetes,Sordariales,,,,Not significant
ASV000318,1.30898102481493,8.30655751922742,0.472671771946027,0.491760589570548,0.784042842117005,Fungi,Mucoromycota,Mucoromycetes,Mucorales,Cunninghamellaceae,Cunninghamella,Cunninghamella_blakesleeana,Not significant
ASV000245,-5.75617023527386,9.21281707808586,9.42521101924922,0.00214022468933736,0.0367945699116382,Fungi,Ascomycota,Dothideomycetes,Pleosporales,,,,Depleted on silk
ASV000256,-2.88293430227564,8.90093117064604,7.67715574330903,0.00559242438455085,0.0740724225875918,Fungi,Basidiomycota,Agaricomycetes,Agaricales,Lycoperdaceae,Lycoperdon,,Not significant
ASV000231,4.4512896271578,7.94243298837044,1.6083543703303,0.204723281261387,0.638166711917364,Fungi,Basidiomycota,Agaricomycetes,Agaricales,Agaricaceae,Coprinus,Coprinus_cordisporus,Not significant
ASV000684,1.43475612211675,8.27783000034544,0.319915961926927,0.571658153129458,0.784042842117005,Fungi,Ascomycota,Sordariomycetes,Sordariales,,,,Not significant
ASV000929,2.61333711046962,7.50541311601518,2.14797738799867,0.14275784664912,0.566148646264632,Fungi,,,,,,,Not significant
ASV000264,-3.89640715697388,9.00242698521193,9.47487086709726,0.00208305548078718,0.0365501075082452,Fungi,Ascomycota,Sordariomycetes,Hypocreales,Nectriaceae,Volutella,,Depleted on silk
ASV000253,-4.64947174521073,8.24473577201039,19.292638153222,1.12137886111866e-05,0.00064697858360134,Fungi,Basidiomycota,Agaricomycetes,Polyporales,Meruliaceae,,,Depleted on silk
ASV000262,-6.32851690212747,9.36039930661036,38.8659231450913,4.53935993538259e-10,1.54519812200423e-07,Fungi,Ascomycota,Sordariomycetes,Hypocreales,Bionectriaceae,,,Depleted on silk
ASV000312,4.81022854984574,8.49225914143105,7.06162312885387,0.00787526137813436,0.0940610166005942,Fungi,Ascomycota,Dothideomycetes,Pleosporales,Didymosphaeriaceae,,,Not significant
ASV000281,6.18917664909188,9.9848854420516,6.52187263852043,0.0106555748105169,0.116952224803747,Fungi,Ascomycota,Dothideomycetes,Acrospermales,Acrospermales_fam_Incertae_sedis,Leptodiscella,Leptodiscella_africana,Not significant
